2025-02-24 16:20 [DEBUG] IncreaseProfit Alpha 0.3.4: Starting deep economy check...
2025-02-24 16:20 [DEBUG] Current month (period): 9
2025-02-24 16:20 [DEBUG] Station #16 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #16 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType FLOUR: 0.69
2025-02-24 16:20 [DEBUG]   - FillType NAPACABBAGE: 0.35
2025-02-24 16:20 [DEBUG]   - FillType SPRING_ONION: 0.45
2025-02-24 16:20 [DEBUG]   - FillType RICEFLOUR: 0.91
2025-02-24 16:20 [DEBUG]   - FillType SPINACH: 1.20
2025-02-24 16:20 [DEBUG]   - FillType GREENBEAN: 0.70
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType EGG: 1.12
2025-02-24 16:20 [DEBUG]   - FillType GARLIC: 0.45
2025-02-24 16:20 [DEBUG]   - FillType CARROT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType PEA: 1.00
2025-02-24 16:20 [DEBUG]   - FillType CHILLI: 0.45
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: 0.40
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG] Station #16 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType FLOUR: 0.69
2025-02-24 16:20 [DEBUG]   - FillType NAPACABBAGE: 0.35
2025-02-24 16:20 [DEBUG]   - FillType SPRING_ONION: 0.45
2025-02-24 16:20 [DEBUG]   - FillType RICEFLOUR: 0.91
2025-02-24 16:20 [DEBUG]   - FillType SPINACH: 1.20
2025-02-24 16:20 [DEBUG]   - FillType GREENBEAN: 0.70
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType EGG: 1.12
2025-02-24 16:20 [DEBUG]   - FillType GARLIC: 0.45
2025-02-24 16:20 [DEBUG]   - FillType CARROT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType PEA: 1.00
2025-02-24 16:20 [DEBUG]   - FillType CHILLI: 0.45
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: 0.40
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG] Station #16 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType FLOUR: true
2025-02-24 16:20 [DEBUG]   - FillType NAPACABBAGE: true
2025-02-24 16:20 [DEBUG]   - FillType SPRING_ONION: true
2025-02-24 16:20 [DEBUG]   - FillType RICEFLOUR: true
2025-02-24 16:20 [DEBUG]   - FillType SPINACH: true
2025-02-24 16:20 [DEBUG]   - FillType GREENBEAN: true
2025-02-24 16:20 [DEBUG]   - FillType RICE: true
2025-02-24 16:20 [DEBUG]   - FillType EGG: true
2025-02-24 16:20 [DEBUG]   - FillType GARLIC: true
2025-02-24 16:20 [DEBUG]   - FillType CARROT: true
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: true
2025-02-24 16:20 [DEBUG]   - FillType PEA: true
2025-02-24 16:20 [DEBUG]   - FillType CHILLI: true
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: true
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: true
2025-02-24 16:20 [DEBUG] Selling station #17: table: 0x000001fe2361a868
2025-02-24 16:20 [DEBUG] Station #17 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #17 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType STONE: 0.05
2025-02-24 16:20 [DEBUG] Station #17 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType STONE: 0.05
2025-02-24 16:20 [DEBUG] Station #17 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType STONE: true
2025-02-24 16:20 [DEBUG] Selling station #18: table: 0x000001fe23b80e58
2025-02-24 16:20 [DEBUG] Station #18 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #18 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #18 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #18 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #19: table: 0x000001fe23c8d678
2025-02-24 16:20 [DEBUG] Station #19 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #19 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMILK: 3.50
2025-02-24 16:20 [DEBUG]   - FillType MILK: 0.70
2025-02-24 16:20 [DEBUG]   - FillType SUGAR: 0.50
2025-02-24 16:20 [DEBUG]   - FillType GOATMILK: 2.82
2025-02-24 16:20 [DEBUG] Station #19 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMILK: 3.50
2025-02-24 16:20 [DEBUG]   - FillType MILK: 0.70
2025-02-24 16:20 [DEBUG]   - FillType SUGAR: 0.50
2025-02-24 16:20 [DEBUG]   - FillType GOATMILK: 2.82
2025-02-24 16:20 [DEBUG] Station #19 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMILK: true
2025-02-24 16:20 [DEBUG]   - FillType MILK: true
2025-02-24 16:20 [DEBUG]   - FillType SUGAR: true
2025-02-24 16:20 [DEBUG]   - FillType GOATMILK: true
2025-02-24 16:20 [DEBUG] Selling station #20: table: 0x000001fe23c8f378
2025-02-24 16:20 [DEBUG] Station #20 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #20 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: 0.30
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: 0.30
2025-02-24 16:20 [DEBUG]   - FillType OAT: 0.50
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: 1.10
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG] Station #20 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: 0.30
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: 0.30
2025-02-24 16:20 [DEBUG]   - FillType OAT: 0.50
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: 1.10
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG] Station #20 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: true
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: true
2025-02-24 16:20 [DEBUG]   - FillType OAT: true
2025-02-24 16:20 [DEBUG]   - FillType RICE: true
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: true
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: true
2025-02-24 16:20 [DEBUG] Selling station #21: table: 0x000001fe23ca6598
2025-02-24 16:20 [DEBUG] Station #21 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #21 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType OLIVE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: 0.80
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: 0.60
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG] Station #21 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType OLIVE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: 0.80
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: 0.60
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG] Station #21 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType RICE: true
2025-02-24 16:20 [DEBUG]   - FillType OLIVE: true
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: true
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: true
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: true
2025-02-24 16:20 [DEBUG] Selling station #22: table: 0x000001fe23d93e78
2025-02-24 16:20 [DEBUG] Station #22 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #22 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType WOOD: 1.00
2025-02-24 16:20 [DEBUG] Station #22 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType WOOD: 1.00
2025-02-24 16:20 [DEBUG] Station #22 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType WOOD: true
2025-02-24 16:20 [DEBUG] Selling station #23: table: 0x000001fe23db2d28
2025-02-24 16:20 [DEBUG] Station #23 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #23 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 2.00
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.34
2025-02-24 16:20 [DEBUG] Station #23 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 2.00
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.34
2025-02-24 16:20 [DEBUG] Station #23 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #24: table: 0x000001fe23dba4a8
2025-02-24 16:20 [DEBUG] Station #24 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #24 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType COTTON: 1.30
2025-02-24 16:20 [DEBUG]   - FillType WOOL: 0.94
2025-02-24 16:20 [DEBUG] Station #24 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType COTTON: 1.30
2025-02-24 16:20 [DEBUG]   - FillType WOOL: 0.94
2025-02-24 16:20 [DEBUG] Station #24 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType COTTON: true
2025-02-24 16:20 [DEBUG]   - FillType WOOL: true
2025-02-24 16:20 [DEBUG] Selling station #25: table: 0x000001fe23df2cd8
2025-02-24 16:20 [DEBUG] Station #25 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #25 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType WOOD: 1.00
2025-02-24 16:20 [DEBUG] Station #25 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType WOOD: 1.00
2025-02-24 16:20 [DEBUG] Station #25 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType WOOD: true
2025-02-24 16:20 [DEBUG] Selling station #26: table: 0x000001fe23e61a28
2025-02-24 16:20 [DEBUG] Station #26 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #26 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType COTTON: 1.30
2025-02-24 16:20 [DEBUG]   - FillType WOOL: 0.94
2025-02-24 16:20 [DEBUG] Station #26 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType COTTON: 1.30
2025-02-24 16:20 [DEBUG]   - FillType WOOL: 0.94
2025-02-24 16:20 [DEBUG] Station #26 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType COTTON: true
2025-02-24 16:20 [DEBUG]   - FillType WOOL: true
2025-02-24 16:20 [DEBUG] Selling station #27: table: 0x000001fe23e85878
2025-02-24 16:20 [DEBUG] Station #27 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #27 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: 4.00
2025-02-24 16:20 [DEBUG] Station #27 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: 4.00
2025-02-24 16:20 [DEBUG] Station #27 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: true
2025-02-24 16:20 [DEBUG] Selling station #28: table: 0x000001fe240a1a68
2025-02-24 16:20 [DEBUG] Station #28 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #28 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: 0.30
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: 0.30
2025-02-24 16:20 [DEBUG]   - FillType OAT: 0.50
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: 0.60
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: 1.10
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: 0.80
2025-02-24 16:20 [DEBUG]   - FillType SOYBEAN: 0.90
2025-02-24 16:20 [DEBUG]   - FillType MAIZE: 0.40
2025-02-24 16:20 [DEBUG]   - FillType POTATO: 0.40
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET: 0.20
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType CARROT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: 0.40
2025-02-24 16:20 [DEBUG]   - FillType COTTON: 1.30
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType GREENBEAN: 0.70
2025-02-24 16:20 [DEBUG]   - FillType PEA: 1.00
2025-02-24 16:20 [DEBUG]   - FillType SPINACH: 1.20
2025-02-24 16:20 [DEBUG]   - FillType SUGARCANE: 0.40
2025-02-24 16:20 [DEBUG]   - FillType WOODCHIPS: 0.32
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET_CUT: 0.22
2025-02-24 16:20 [DEBUG]   - FillType SILAGE: 0.12
2025-02-24 16:20 [DEBUG]   - FillType GRASS_WINDROW: 0.05
2025-02-24 16:20 [DEBUG]   - FillType DRYGRASS_WINDROW: 0.06
2025-02-24 16:20 [DEBUG]   - FillType STRAW: 0.04
2025-02-24 16:20 [DEBUG]   - FillType GRAPE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType OLIVE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType WOOL: 0.94
2025-02-24 16:20 [DEBUG]   - FillType EGG: 1.12
2025-02-24 16:20 [DEBUG]   - FillType HONEY: 1.00
2025-02-24 16:20 [DEBUG]   - FillType LETTUCE: 0.99
2025-02-24 16:20 [DEBUG]   - FillType TOMATO: 0.50
2025-02-24 16:20 [DEBUG]   - FillType STRAWBERRY: 0.45
2025-02-24 16:20 [DEBUG]   - FillType SPRING_ONION: 0.45
2025-02-24 16:20 [DEBUG]   - FillType NAPACABBAGE: 0.35
2025-02-24 16:20 [DEBUG]   - FillType CHILLI: 0.45
2025-02-24 16:20 [DEBUG]   - FillType GARLIC: 0.45
2025-02-24 16:20 [DEBUG]   - FillType ENOKI: 0.42
2025-02-24 16:20 [DEBUG]   - FillType OYSTER: 0.87
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PREFABWALL: 4.95
2025-02-24 16:20 [DEBUG]   - FillType FLOUR: 0.69
2025-02-24 16:20 [DEBUG]   - FillType RICEFLOUR: 0.91
2025-02-24 16:20 [DEBUG]   - FillType BREAD: 1.65
2025-02-24 16:20 [DEBUG]   - FillType CAKE: 3.30
2025-02-24 16:20 [DEBUG]   - FillType MILK_BOTTLED: 0.58
2025-02-24 16:20 [DEBUG]   - FillType GOATMILK_BOTTLED: 2.11
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMILK_BOTTLED: 2.49
2025-02-24 16:20 [DEBUG]   - FillType BUTTER: 1.12
2025-02-24 16:20 [DEBUG]   - FillType CHEESE: 1.80
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMOZZARELLA: 7.50
2025-02-24 16:20 [DEBUG]   - FillType GOATCHEESE: 1.76
2025-02-24 16:20 [DEBUG]   - FillType CHOCOLATE: 2.00
2025-02-24 16:20 [DEBUG]   - FillType POTATOCHIPS: 1.50
2025-02-24 16:20 [DEBUG]   - FillType RICEROLLS: 1.55
2025-02-24 16:20 [DEBUG]   - FillType FERMENTEDNAPACABBAGE: 0.65
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDCARROTS: 0.58
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDPARSNIP: 0.58
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDBEETROOT: 0.56
2025-02-24 16:20 [DEBUG]   - FillType NOODLESOUP: 1.55
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSMIXED: 0.94
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSCARROTS: 0.88
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPARSNIP: 0.88
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSBEETROOT: 0.85
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPOTATO: 1.25
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: 4.00
2025-02-24 16:20 [DEBUG]   - FillType CLOTHES: 8.50
2025-02-24 16:20 [DEBUG]   - FillType SUGAR: 0.50
2025-02-24 16:20 [DEBUG]   - FillType CEREAL: 3.80
2025-02-24 16:20 [DEBUG]   - FillType FURNITURE: 1.95
2025-02-24 16:20 [DEBUG]   - FillType CARTONROLL: 2.90
2025-02-24 16:20 [DEBUG]   - FillType PAPERROLL: 3.20
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER_OIL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType CANOLA_OIL: 1.64
2025-02-24 16:20 [DEBUG]   - FillType OLIVE_OIL: 2.44
2025-02-24 16:20 [DEBUG]   - FillType RICE_OIL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType RAISINS: 1.63
2025-02-24 16:20 [DEBUG]   - FillType GRAPEJUICE: 1.65
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType BARREL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType BATHTUB: 1.71
2025-02-24 16:20 [DEBUG]   - FillType BUCKET: 1.29
2025-02-24 16:20 [DEBUG]   - FillType ROOFPLATES: 1.58
2025-02-24 16:20 [DEBUG]   - FillType ROPE: 5.05
2025-02-24 16:20 [DEBUG]   - FillType CANNED_PEAS: 2.60
2025-02-24 16:20 [DEBUG]   - FillType CEMENTBRICKS: 1.58
2025-02-24 16:20 [DEBUG]   - FillType SPINACH_BAGS: 0.77
2025-02-24 16:20 [DEBUG]   - FillType JARRED_GREENBEAN: 1.89
2025-02-24 16:20 [DEBUG]   - FillType RICE_BAGS: 1.46
2025-02-24 16:20 [DEBUG]   - FillType RICE_BOXES: 2.73
2025-02-24 16:20 [DEBUG]   - FillType SEEDS: 0.30
2025-02-24 16:20 [DEBUG]   - FillType CHAFF: 0.04
2025-02-24 16:20 [DEBUG]   - FillType RICESAPLINGS: 3.33
2025-02-24 16:20 [DEBUG] Station #28 accepts SUGARCANE, changing price to 5.00
2025-02-24 16:20 [DEBUG] Station #28 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: 0.30
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: 0.30
2025-02-24 16:20 [DEBUG]   - FillType OAT: 0.50
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: 0.60
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: 1.10
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: 0.80
2025-02-24 16:20 [DEBUG]   - FillType SOYBEAN: 0.90
2025-02-24 16:20 [DEBUG]   - FillType MAIZE: 0.40
2025-02-24 16:20 [DEBUG]   - FillType POTATO: 0.40
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET: 0.20
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType CARROT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: 0.40
2025-02-24 16:20 [DEBUG]   - FillType COTTON: 1.30
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType GREENBEAN: 0.70
2025-02-24 16:20 [DEBUG]   - FillType PEA: 1.00
2025-02-24 16:20 [DEBUG]   - FillType SPINACH: 1.20
2025-02-24 16:20 [DEBUG]   - FillType SUGARCANE: 5.00
2025-02-24 16:20 [DEBUG]   - FillType WOODCHIPS: 0.32
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET_CUT: 0.22
2025-02-24 16:20 [DEBUG]   - FillType SILAGE: 0.12
2025-02-24 16:20 [DEBUG]   - FillType GRASS_WINDROW: 0.05
2025-02-24 16:20 [DEBUG]   - FillType DRYGRASS_WINDROW: 0.06
2025-02-24 16:20 [DEBUG]   - FillType STRAW: 0.04
2025-02-24 16:20 [DEBUG]   - FillType GRAPE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType OLIVE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType WOOL: 0.94
2025-02-24 16:20 [DEBUG]   - FillType EGG: 1.12
2025-02-24 16:20 [DEBUG]   - FillType HONEY: 1.00
2025-02-24 16:20 [DEBUG]   - FillType LETTUCE: 0.99
2025-02-24 16:20 [DEBUG]   - FillType TOMATO: 0.50
2025-02-24 16:20 [DEBUG]   - FillType STRAWBERRY: 0.45
2025-02-24 16:20 [DEBUG]   - FillType SPRING_ONION: 0.45
2025-02-24 16:20 [DEBUG]   - FillType NAPACABBAGE: 0.35
2025-02-24 16:20 [DEBUG]   - FillType CHILLI: 0.45
2025-02-24 16:20 [DEBUG]   - FillType GARLIC: 0.45
2025-02-24 16:20 [DEBUG]   - FillType ENOKI: 0.42
2025-02-24 16:20 [DEBUG]   - FillType OYSTER: 0.87
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PREFABWALL: 4.95
2025-02-24 16:20 [DEBUG]   - FillType FLOUR: 0.69
2025-02-24 16:20 [DEBUG]   - FillType RICEFLOUR: 0.91
2025-02-24 16:20 [DEBUG]   - FillType BREAD: 1.65
2025-02-24 16:20 [DEBUG]   - FillType CAKE: 3.30
2025-02-24 16:20 [DEBUG]   - FillType MILK_BOTTLED: 0.58
2025-02-24 16:20 [DEBUG]   - FillType GOATMILK_BOTTLED: 2.11
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMILK_BOTTLED: 2.49
2025-02-24 16:20 [DEBUG]   - FillType BUTTER: 1.12
2025-02-24 16:20 [DEBUG]   - FillType CHEESE: 1.80
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMOZZARELLA: 7.50
2025-02-24 16:20 [DEBUG]   - FillType GOATCHEESE: 1.76
2025-02-24 16:20 [DEBUG]   - FillType CHOCOLATE: 2.00
2025-02-24 16:20 [DEBUG]   - FillType POTATOCHIPS: 1.50
2025-02-24 16:20 [DEBUG]   - FillType RICEROLLS: 1.55
2025-02-24 16:20 [DEBUG]   - FillType FERMENTEDNAPACABBAGE: 0.65
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDCARROTS: 0.58
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDPARSNIP: 0.58
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDBEETROOT: 0.56
2025-02-24 16:20 [DEBUG]   - FillType NOODLESOUP: 1.55
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSMIXED: 0.94
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSCARROTS: 0.88
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPARSNIP: 0.88
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSBEETROOT: 0.85
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPOTATO: 1.25
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: 4.00
2025-02-24 16:20 [DEBUG]   - FillType CLOTHES: 8.50
2025-02-24 16:20 [DEBUG]   - FillType SUGAR: 0.50
2025-02-24 16:20 [DEBUG]   - FillType CEREAL: 3.80
2025-02-24 16:20 [DEBUG]   - FillType FURNITURE: 1.95
2025-02-24 16:20 [DEBUG]   - FillType CARTONROLL: 2.90
2025-02-24 16:20 [DEBUG]   - FillType PAPERROLL: 3.20
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER_OIL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType CANOLA_OIL: 1.64
2025-02-24 16:20 [DEBUG]   - FillType OLIVE_OIL: 2.44
2025-02-24 16:20 [DEBUG]   - FillType RICE_OIL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType RAISINS: 1.63
2025-02-24 16:20 [DEBUG]   - FillType GRAPEJUICE: 1.65
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType BARREL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType BATHTUB: 1.71
2025-02-24 16:20 [DEBUG]   - FillType BUCKET: 1.29
2025-02-24 16:20 [DEBUG]   - FillType ROOFPLATES: 1.58
2025-02-24 16:20 [DEBUG]   - FillType ROPE: 5.05
2025-02-24 16:20 [DEBUG]   - FillType CANNED_PEAS: 2.60
2025-02-24 16:20 [DEBUG]   - FillType CEMENTBRICKS: 1.58
2025-02-24 16:20 [DEBUG]   - FillType SPINACH_BAGS: 0.77
2025-02-24 16:20 [DEBUG]   - FillType JARRED_GREENBEAN: 1.89
2025-02-24 16:20 [DEBUG]   - FillType RICE_BAGS: 1.46
2025-02-24 16:20 [DEBUG]   - FillType RICE_BOXES: 2.73
2025-02-24 16:20 [DEBUG]   - FillType SEEDS: 0.30
2025-02-24 16:20 [DEBUG]   - FillType CHAFF: 0.04
2025-02-24 16:20 [DEBUG]   - FillType RICESAPLINGS: 3.33
2025-02-24 16:20 [DEBUG] Station #28 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: true
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: true
2025-02-24 16:20 [DEBUG]   - FillType OAT: true
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: true
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: true
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: true
2025-02-24 16:20 [DEBUG]   - FillType SOYBEAN: true
2025-02-24 16:20 [DEBUG]   - FillType MAIZE: true
2025-02-24 16:20 [DEBUG]   - FillType POTATO: true
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET: true
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: true
2025-02-24 16:20 [DEBUG]   - FillType CARROT: true
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: true
2025-02-24 16:20 [DEBUG]   - FillType COTTON: true
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: true
